"Front";"Back";"Extra"
"In pseudocode, what is the fundamental difference between an if statement and a while loop?<ul><li>a) An if statement can have an else branch, but a while loop cannot.</li><li>b) A while loop's condition is checked repeatedly, and its block of code can execute multiple times. An if statement's condition is checked only once.</li><li>c) A while loop is used for assigning values to variables, whereas an if statement is used for comparing them.</li><li>d) An if statement must be used inside a while loop.</li></ul>";"Correct: b)";"<b>Explanation:</b> The core distinction is iteration. A while loop is designed for repetition: it checks a condition, and if true, executes a block of code and then returns to check the condition again. This continues until the condition is false. An if statement checks a condition once and executes a block of code at most one time.<br><b>Distractor Rationale:</b><ul><li>a) Both can have else logic (though it's less common with while). The primary difference is repetition.</li><li>c) Both involve checking conditions. Assignment happens with the = operator, separate from the control structure.</li><li>d) They are independent constructs and can be used separately or nested in any combination.</li></ul>"
"Why is it common practice in pseudocode and many programming languages to use two different symbols for assignment and equality comparison (e.g., = for assignment and == for comparison)?<ul><li>a) To make the code longer and more explicit.</li><li>b) There is no logical reason; it is purely a historical convention.</li><li>c) To unambiguously distinguish between the action of setting a variable's value and the action of testing if a variable's value is equal to another value.</li><li>d) The == symbol is reserved for comparing text, while = is for numbers.</li></ul>";"Correct: c)";"<b>Explanation:</b> These are two fundamentally different operations. Assignment (=) is an action that changes the state of a variable. Comparison (==) is a question that returns a true or false answer without changing any state. Using the same symbol for both would create ambiguity and lead to logical errors. For example, if (x = 5) would assign 5 to x and then evaluate, whereas if (x == 5) would test if x is currently 5.<br><b>Distractor Rationale:</b><ul><li>a) The goal is clarity, not length.</li><li>b) While historical, there is a strong logical reason for the distinction.</li><li>d) The symbols apply to all data types, not just specific ones.</li></ul>"
"A procedure needs to find both the maximum and the minimum score from the ""Scores"" dataset in a single pass. Which initialization strategy is correct?<ul><li>a) Initialize max to 100 and min to 100.</li><li>b) Initialize max to 0 and min to 0.</li><li>c) Initialize max to 100 and min to 0.</li><li>d) Initialize max to 0 and min to 100.</li></ul>";"Correct: d)";"<b>Explanation:</b> To find a maximum, you must start with a value that is guaranteed to be less than or equal to any possible score, so max = 0 is correct. To find a minimum, you must start with a value that is guaranteed to be greater than or equal to any possible score. Since scores are between 0 and 100, initializing min = 100 is correct. The first score read will then correctly become the initial max and min.<br><b>Distractor Rationale:</b><ul><li>a) max is initialized incorrectly; no score might be found that is greater than 100.</li><li>b) min is initialized incorrectly; no score might be found that is less than 0.</li><li>c) Both are initialized incorrectly for their respective purposes.</li></ul>"
"Consider the following pseudocode executed on the ""Scores"" dataset:<br><br>Flag = False<br>while (Pile 1 has more cards) {<br>  Read card X<br>  if (X.Physics > 90 AND X.Chemistry > 90) {<br>    Flag = True<br>  }<br>  Move X to Pile 2<br>}<br><br>What does the final value of Flag indicate?<ul><li>a) The number of students who scored above 90 in both subjects.</li><li>b) The name of the first student who scored above 90 in both subjects.</li><li>c) Whether at least one student exists who scored above 90 in both subjects.</li><li>d) Whether ALL students scored above 90 in both subjects.</li></ul>";"Correct: c)";"<b>Explanation:</b> The Flag variable is initialized to False. It is set to True the first time the condition (X.Physics > 90 AND X.Chemistry > 90) is met. Crucially, it is never reset to False again. Therefore, if at the end of the iteration Flag is True, it means the condition was met at least once. If it remains False, the condition was never met.<br><b>Distractor Rationale:</b><ul><li>a) This would require a counter variable (e.g., count = count + 1), not a boolean flag.</li><li>b) The code does not store any student names.</li><li>d) This would require a different logic, perhaps starting Flag as True and setting it to False if any student fails the condition.</li></ul>"
"You want to modify the following pseudocode to stop iterating as soon as the first student from ""Chennai"" is found. What is the most effective change? Select all that apply.<br><br>Found = False<br>while (Pile 1 has more cards) {<br>  Read card X<br>  if (X.CityTown == ""Chennai"") {<br>    Found = True<br>  }<br>  Move X to Pile 2<br>}<ul><li>a) Add AND NOT(Found) to the while loop's condition.</li><li>b) Add an else block that sets Found = False.</li><li>c) Change the if condition to if (X.CityTown != ""Chennai"").</li><li>d) Add a break statement inside the if block.</li></ul>";"Correct: a), d)";"<b>Explanation:</b> The goal is to terminate the loop early. Adding AND NOT(Found) to the while condition (while (Pile 1 has more cards AND NOT(Found))) will cause the loop to terminate on the next check after Found becomes True. A break statement is a command that immediately exits the current loop, providing another effective way to stop early.<br><b>Distractor Rationale:</b><ul><li>b) This would incorrectly reset the flag for every non-Chennai student, and the loop would not terminate correctly.</li><li>c) This changes the fundamental logic of what is being searched for.</li></ul>"
"What is the primary purpose of using a two-pass algorithm, such as calculating word frequencies in the first pass and then filtering words based on those frequencies in a second pass?<ul><li>a) To make the algorithm run faster than a single-pass algorithm.</li><li>b) To handle datasets that are too large to fit into memory.</li><li>c) Because the information needed for the second step (e.g., final frequency counts) can only be known after the first step has completely processed the entire dataset.</li><li>d) To reduce the number of variables needed.</li></ul>";"Correct: c)";"<b>Explanation:</b> In this scenario, you cannot decide whether to filter a word until you know its total frequency across the entire document. The total frequency is only available after the first pass is complete. Therefore, a second pass is necessary to apply the filter based on the globally computed information from the first pass.<br><b>Distractor Rationale:</b><ul><li>a) A two-pass algorithm is inherently slower as it processes the data twice.</li><li>b) While some algorithms handle large data this way, it is not the primary reason for this specific logic.</li><li>d) This approach often requires more variables to store the results of the first pass.</li></ul>"
"The following pseudocode is executed using the ""Words"" dataset. What will A and B represent at the end of the execution?<br><br>Step 1. Arrange all cards in a single pile called Pile 1<br>Step 2. Maintain two variables A, B and initialize them to 100000<br>Step 3. If Pile 1 is empty then stop the iteration<br>Step 4. Read the top card in Pile 1<br>Step 5. If Mathematics Marks < A then store A in B and Mathematics Marks in A<br>Step 6. If Mathematics Marks > A and Mathematics Marks < B, then store Mathematics Marks in B<br>Step 7. Move the current card to another pile called Pile 2 and repeat from step 3<ul><li>a) A = Highest mark in Mathematics and B = Lowest mark in Mathematics</li><li>b) A = Lowest mark in Mathematics and B = Highest mark in Mathematics</li><li>c) A = Highest mark in Mathematics and B = Second highest mark in Mathematics</li><li>d) A = Lowest mark in Mathematics and B = Second lowest mark in Mathematics</li></ul>";"Correct: d)";"<b>Explanation:</b> Variable A is updated whenever a new lowest mark is found, effectively tracking the absolute lowest mark. Variable B is updated in two scenarios: it stores the old value of A when a new lowest is found, or it is updated when a mark is found that is between the current lowest (A) and the current second lowest (B). This logic ensures A holds the lowest and B holds the second-lowest mark.<br><b>Distractor Rationale:</b><ul><li>a) The logic finds the lowest and second lowest, not the highest and lowest.</li><li>b) The roles of A and B are reversed in this option.</li><li>c) The logic is designed to find the lowest values, not the highest.</li></ul>"
"The given procedure is executed using the ""Scores"" dataset. Kajal and Rashmita both have scored the lowest mark in Physics which is 37. Let all the cards be arranged in a single pile called Pile 1 in such a way that Kajal's card is below Rashmita's card. What will the values of A and B be at the end of the execution?<br><br>Step 1. Maintain two variables A and B and initialize them to 101 and ""None"" respectively<br>Step 2. If Pile 1 is empty then stop the iteration<br>Step 3. Read the top card in Pile 1<br>Step 4. If Physics marks <= A, then store Physics marks in A and store student's name in B<br>Step 5. Move the current card to another pile called Pile 2 and repeat from step 2<ul><li>a) A = 37, B = ""Rashmita""</li><li>b) A = 37, B = ""Kajal""</li><li>c) A = ""Kajal"", B = 37</li><li>d) A = ""Rashmita"", B = 37</li></ul>";"Correct: b)";"<b>Explanation:</b> The procedure finds the name of the student with the lowest Physics score. Since Rashmita's card is processed first, A becomes 37 and B becomes ""Rashmita"". When Kajal's card is processed, her Physics marks (37) are equal to the current value of A (37). The condition Physics marks <= A is true, so A is updated to 37 (no change) and B is updated to ""Kajal"". Because Kajal's card comes after Rashmita's, her name is the one that remains in variable B at the end.<br><b>Distractor Rationale:</b><ul><li>a) This would be correct if Kajal's card came before Rashmita's.</li><li>c) The variable types are swapped. A stores the mark, B stores the name.</li><li>d) The variable types are swapped.</li></ul>"
"The following pseudocode is executed using the ""Scores"" dataset. What will count represent at the end of the execution of pseudocode?<br><br>count = 0<br>while (Pile 1 has more cards) {<br>  Read the top card X from Pile 1<br>  c = True<br>  if (X.Mathematics < 56){<br>    c = False<br>  }<br>  if(X.Physics < 56){<br>    c = False<br>  }<br>  if(X.Chemistry < 56){<br>    c = False<br>  }<br>  if(c == True) {<br>    count = count + 1<br>  }<br>  Move X to Pile 2<br>}<ul><li>a) Number of students who scored more than 56 marks in all three subjects</li><li>b) Number of students who scored less than 56 marks in all three subjects</li><li>c) Number of students who scored less than 55 marks in all three subjects</li><li>d) Number of students who scored more than 55 marks in all three subjects</li></ul>";"Correct: d)";"<b>Explanation:</b> The variable c is initialized to True for each student and is set to False if their score in any of the three subjects is less than 56. Therefore, c remains True only for students whose scores are greater than or equal to 56 in all three subjects. This is equivalent to scoring more than 55 in all subjects. The count variable tracks how many times this occurs.<br><b>Distractor Rationale:</b><ul><li>a) The condition is < 56, not <= 56, so scores of exactly 56 would be included.</li><li>b) This logic counts students who pass a condition, not those who fail it.</li><li>c) The condition is < 56, which means >= 56 passes, not >= 55.</li></ul>"
"The following procedure is executed using ""Scores"" dataset. What will X and Y represent at the end of the execution?<br><br>Step 1. Arrange all cards in a single pile called Pile 1<br>Step 2. Maintain variables A, B, Y and Initialize them to 0<br>Step 3. Maintain a variable X and initialize it to ""None""<br>Step 4. If Pile 1 is empty then stop the iteration<br>Step 5. Read the top card in Pile 1<br>Step 6. If the Gender is 'F' then add one to A. If A > Y then store A in Y and ""Female"" in X<br>Step 7. If the Gender is 'M' then add one to B. If B > Y then store B in Y and ""Male"" in X<br>Step 8. Move the current card to another pile called Pile 2 and repeat from step 4<ul><li>a) X: ""Male"", Y: 17</li><li>b) X: ""Female"", Y: 17</li><li>c) X: ""Female"", Y: 13</li><li>d) X: ""Male"", Y: 13</li></ul>";"Correct: a)";"<b>Explanation:</b> Variables A and B count the number of female and male students, respectively. Variable Y keeps track of the higher of these two counts, and X stores the corresponding gender. Since there are 17 male students and 13 female students in the dataset, the final count for males (B=17) will be greater than the final count for females (A=13). Therefore, Y will be 17 and X will be ""Male"".<br><b>Distractor Rationale:</b><ul><li>b) X would be ""Female"" only if there were more female students than male students.</li><li>c) Y stores the maximum count (17), not the minimum count (13).</li><li>d) Y stores the maximum count (17), not the minimum count (13).</li></ul>"
"The following pseudocode is executed using the ""Olympics"" dataset. At the end of the execution, A captures the number of players who have won a ""Gold"" medal but are not Indians. Which of the following code fragments is INCORRECT?<br><br>1. A = 0<br>2. while(Pile 1 has more cards) {<br>3.   Read the Top card X in Pile 1<br>4.   *** Fill the code **<br>5.   Move X to Pile 2<br>6. }<ul><li>a) if(X.Medal == ""Gold"" and X.Nationality != ""Indian""){ A = 1 }</li><li>b) if(X.Medal == ""Gold"" and X.Nationality != ""Indian"") { A = A + 1 }</li><li>c) if(X.Medal == ""Gold"") { if(X.Nationality != ""Indian"") { A = A + 1 } }</li><li>d) if(X.Nationality != ""Indian"") { if(X.Medal == ""Gold"") { A = A + 1 } }</li></ul>";"Correct: a)";"<b>Explanation:</b> The goal is to count all players meeting the criteria. Option (a) is incorrect because it repeatedly sets A to 1 for every match, instead of incrementing the count. It will result in A being 1 if at least one such player is found, and 0 otherwise, which is not a total count.<br><b>Distractor Rationale:</b><ul><li>b) This correctly checks both conditions with an AND and increments the counter A.</li><li>c) This uses nested if statements to correctly check both conditions sequentially before incrementing A.</li><li>d) This is logically identical to (c), just with the order of checks reversed, and is also a correct way to implement the logic.</li></ul>"
"What is the most appropriate initialization value for a variable min_length intended to find the length of the shortest word in the ""Words"" dataset, assuming you do not know the maximum possible word length beforehand?<ul><li>a) 0</li><li>b) -1</li><li>c) 100000</li><li>d) The length of the first word processed.</li></ul>";"Correct: c)";"<b>Explanation:</b> To find a minimum value, the tracking variable should be initialized to a value guaranteed to be larger than any possible value in the dataset. A very large number like 100000 ensures that the length of the very first word processed will be smaller, correctly setting the initial minimum. Initializing to the length of the first word is also a valid strategy, but a large number is a more general approach when the first item might not be immediately available.<br><b>Distractor Rationale:</b><ul><li>a) Initializing to 0 would be incorrect, as no word has a length less than 0. The value would never be updated.</li><li>b) Initializing to -1 is also incorrect for the same reason as initializing to 0.</li><li>d) While a valid strategy, initializing to a very large number is a more robust and common pattern when the range of data is unknown.</li></ul>"
"A procedure is designed to find the first bill in the ""Shopping Bills"" dataset that contains both ""Apparel"" and ""Electronics"". Which is the most efficient way to structure the loop condition to stop as soon as a match is found?<br><br>Found = False<br>while (Pile 1 has more cards CONDITION) {<br>  Read card X<br>  if (X contains ""Apparel"" AND X contains ""Electronics"") {<br>    Found = True<br>  }<br>  Move X to Pile 2<br>}<ul><li>a) No extra condition is needed.</li><li>b) AND Found == False</li><li>c) OR Found == False</li><li>d) AND Found == True</li></ul>";"Correct: b)";"<b>Explanation:</b> The loop should continue as long as there are more cards AND the item has not been found. The condition Found == False (or NOT(Found)) ensures this. Once Found is set to True, the AND Found == False part of the condition will fail on the next check, and the loop will terminate efficiently without processing the remaining cards.<br><b>Distractor Rationale:</b><ul><li>a) Without an extra condition, the loop will needlessly process all cards even after a match is found.</li><li>c) An OR condition would be incorrect; the loop would continue even after finding the item.</li><li>d) This would cause the loop to terminate before it even begins, since Found is initially False.</li></ul>"
"What is the primary reason for using a text-based format like pseudocode for algorithms instead of a purely visual one like a flowchart?<ul><li>a) Text is better for representing simple, linear procedures without any branching.</li><li>b) Text-based formats are easier to edit, share, and manage with version control systems.</li><li>c) Flowcharts cannot represent complex nested logic.</li><li>d) Pseudocode is a formally defined programming language that can be executed by a computer.</li></ul>";"Correct: b)";"<b>Explanation:</b> Text files are universally compatible and easy to modify. They integrate perfectly with version control systems (like Git), allowing for clear tracking of changes, which is crucial for collaboration and managing the evolution of a complex algorithm. Flowcharts, being images, are much harder to compare and merge.<br><b>Distractor Rationale:</b><ul><li>a) Flowcharts are excellent at representing branching and complex flows, often more intuitively at a glance than text.</li><li>c) Flowcharts can represent nested logic, but they can become very large and unwieldy.</li><li>d) Pseudocode is, by definition, not a formal language and cannot be directly executed. It is a tool for human communication.</li></ul>"
"In the context of iterating through a dataset, what does the term ""filtering"" mean?<ul><li>a) Sorting the data into a new order before processing.</li><li>b) Performing an action only on items that meet a specific criterion.</li><li>c) Removing duplicate items from the dataset.</li><li>d) Calculating an aggregate value like a sum or average for the entire dataset.</li></ul>";"Correct: b)";"<b>Explanation:</b> Filtering involves checking each item against a condition (e.g., if X.Gender == 'M') and deciding whether to include that item in a subsequent operation (like adding to a sum or incrementing a count). Items that do not meet the criterion are effectively ignored for that specific operation.<br><b>Distractor Rationale:</b><ul><li>a) This is sorting, a different type of operation.</li><li>c) This is de-duplication.</li><li>d) This is aggregation; filtering is often a step before aggregation, to select what gets aggregated.</li></ul>"
"A procedure needs to count the number of male students from Chennai and the number of female students from Bangalore. Which variables need to be initialized?<ul><li>a) A single variable count = 0.</li><li>b) Two variables: chennai_males = 0 and bangalore_females = 0.</li><li>c) Four variables: chennai_count = 0, bangalore_count = 0, male_count = 0, female_count = 0.</li><li>d) A single variable max_count = 0.</li></ul>";"Correct: b)";"<b>Explanation:</b> The problem requires two distinct counts for two separate, non-overlapping groups. Therefore, two separate counter variables must be initialized to 0, one for each group being counted.<br><b>Distractor Rationale:</b><ul><li>a) A single counter cannot track two different groups.</li><li>c) This is overly complex; it tracks totals for cities and genders separately, but not the required intersections.</li><li>d) This is for finding a maximum, not for counting specific groups.</li></ul>"
"What is the output of the following pseudocode executed on the ""Scores"" dataset?<br><br>A = 0<br>B = 0<br>while (Pile 1 has more cards) {<br>  Read card X<br>  if (X.CityTown == ""Chennai"") {<br>    A = A + X.Total<br>  } else {<br>    B = B + X.Total<br>  }<br>  Move X to Pile 2<br>}<br>result = A - B<ul><li>a) The total marks of all students.</li><li>b) The difference between the total marks of Chennai students and the total marks of all other students.</li><li>c) The number of students from Chennai.</li><li>d) The average marks of students not from Chennai.</li></ul>";"Correct: b)";"<b>Explanation:</b> Variable A accumulates the sum of Total marks for all students from Chennai. The else block ensures that variable B accumulates the sum of Total marks for all students not from Chennai. The final step subtracts the total of non-Chennai students from the total of Chennai students.<br><b>Distractor Rationale:</b><ul><li>a) This would be A + B.</li><li>c) This would require incrementing a counter (A = A + 1), not summing the Total.</li><li>d) This would require dividing B by the count of non-Chennai students.</li></ul>"
