"Front";"Back";"Extra"
"Consider a condensed ""Trains"" dataset where each row is a direct train trip. The pseudocode builds a matrix A where A[r][c] is a dictionary, and A[i][j][t] = d means train t travels distance d directly from station i to j. Which statements about A[i][j] are true? Select all that apply.<ul><li>a) Each key corresponds to a train that goes from station i to j without stopping at any intermediate station.</li><li>b) Each key corresponds to a train that goes from station i to j, potentially stopping at intermediate stations.</li><li>c) The value for key t is the distance between stations i and j on t's route for that specific direct segment.</li><li>d) The value for key t is the minimum distance between stations i and j across all possible trains.</li></ul>";"Correct: a), c)";"<b>Explanation:</b> The pseudocode reads rows representing direct, non-stop travel between two stations and populates the matrix. Line 24 in the source, A[r][c][t] = d, directly maps the train t to the distance d for the direct segment from station r (departure) to c (arrival). Therefore, keys are trains on direct routes, and values are their corresponding distances for that segment.<br><b>Distractor Rationale:</b><ul><li>b) The problem statement and code logic are based on a condensed dataset where each entry is a direct, non-stop segment.</li><li>d) The code assigns the distance d from the table directly; it doesn't calculate a minimum across different trains, it just stores the distance for each specific train t.</li></ul>"
"Given the matrix A from the previous question, what does the value length(keys(A[i][j])) represent?<ul><li>a) The number of trains from i to j that stop at at least one intermediate station.</li><li>b) The number of trains from i to j without stopping at any intermediate station.</li><li>c) The number of trains from j to i without stopping at any intermediate station.</li><li>d) The number of trains from i to j that stop at at most one intermediate station.</li></ul>";"Correct: b)";"<b>Explanation:</b> A[i][j] is a dictionary where each key is a unique train number for a direct train from station i to station j. The function length(keys(...)) counts the number of such keys, which directly corresponds to the number of direct trains on that route.<br><b>Distractor Rationale:</b><ul><li>a) The data represents direct routes only.</li><li>c) This represents the reverse direction, which would be length(keys(A[j][i])).</li><li>d) The data represents direct routes only.</li></ul>"
"The procedure ijMin is intended to find the train with the least distance from station i to j. The original pseudocode in the benchmark file had errors. Which of the following describe necessary corrections? Select all that apply.<br>1 Procedure ijMin(i, j, A)<br>2   if (length(keys(A[i][j])) == 0) {<br>3     return(-1)<br>4   }<br>5   train = first(keys(A[i][j]))<br>6   min = A[i][j][train]<br>7   foreach k in keys(A[i][j]) {<br>8     dist = A[i][j][k]<br>9     if(dist < min) {<br>10      min = dist<br>11      train = k<br>12    }<br>13  }<br>14  return(train)<br>15 End ijMin<ul><li>a) The return value on line 3 for a non-existent route should be the integer -1, not the boolean False.</li><li>b) The loop on line 7 must iterate over the keys of the dictionary A[i][j], not its rows.</li><li>c) The procedure should handle the case where multiple trains have the same minimum distance.</li><li>d) The initialization on lines 5 and 6 is incorrect and should be inside the loop.</li></ul>";"Correct: a), b)";"<b>Explanation:</b> The question asks to identify corrections from the original benchmark problem. The original returned False instead of the specified -1 (a). The original loop iterated over rows(A[i][j]) which is incorrect for a dictionary; it must iterate over keys(A[i][j]) (b).<br><b>Distractor Rationale:</b><ul><li>c) While a valid consideration for a more robust implementation, the primary goal is to find a train with the minimum distance, which this logic does. It's not a functional error in the context of the original problem.</li><li>d) The initialization pattern is standard and functionally correct, although it processes the first element twice. It's not an error that needs correction.</li></ul>"
"After executing the following pseudocode, which statements are true? Select all that apply.<br>1 iToJ = False<br>2 if(length(keys(A[i][j])) != 0) {<br>3   iToJ = True<br>4 }<br>5 jToi = False<br>6 if(length(keys(A[j][i])) != 0) {<br>7   jToi = True<br>8 }<br>9 iBothJ = False<br>10 if(iToJ and jToi) {<br>11  iBothJ = True<br>12 }<ul><li>a) If iToJ is True and jToi is True, then iBothJ is True</li><li>b) If iBothJ is True, then iToJ is True and jToi is True</li><li>c) If iBothJ is False, then iToJ is False or jToi is False</li><li>d) If iBothJ is False, then iToJ is False and jToi is False</li></ul>";"Correct: a), b), c)";"<b>Explanation:</b> (a) is true by the definition in lines 10-12. (b) is the contrapositive of the same definition: iBothJ can only be true if both iToJ and jToi are true. (c) is also logically equivalent (by De Morgan's laws): not (iToJ and jToi) is the same as (not iToJ) or (not jToi).<br><b>Distractor Rationale:</b><ul><li>d) This is not necessarily true. iBothJ will be false if only one of iToJ or jToi is true (e.g., if there's a one-way route).</li></ul>"
"What is true about the return value of someProc(train, stn, A) from the benchmark file? Select all that apply.<br>1 Procedure someProc(train, stn, A)<br>2   foreach r in rows(A) {<br>3     if(iskey(A[r][stn], train)) {<br>4       foreach c in columns(A) {<br>5         if(iskey(A[stn][c], train)) {<br>6           return(False)<br>7         }<br>8       }<br>9       return(True)<br>10    }<br>11  }<br>12  return(False)<br>13 End someProc<ul><li>a) It returns True if stn is the starting station for train.</li><li>b) It returns False if stn is the starting station for train.</li><li>c) It returns True if stn is the ending station for train.</li><li>d) It returns False if stn is an intermediate station on train's route.</li></ul>";"Correct: b), c), d)";"<b>Explanation:</b> Let's trace the logic: The outer loop finds if the train arrives at stn. If it does, the inner loop checks if it departs from stn.<br> - If stn is an intermediate stop, it both arrives and departs, so the inner if is true, and it returns False. (d) is correct.<br> - If stn is the ending station, it arrives but never departs. The inner loop finishes, and it returns True. (c) is correct.<br> - If stn is the starting station, it never arrives. The outer loop finishes, and it returns False. (b) is correct.<br><b>Distractor Rationale:</b><ul><li>a) This is incorrect; it returns False for the starting station.</li></ul>"
"A graph of stations is represented by a matrix direct. B[i][j]=1 if station j is reachable from i. The oneMoreHop(B, direct) procedure extends the reachability by one hop. Select the correct logic to find paths of length h+1 given paths of length h (B) and paths of length 1 (direct).<ul><li>a) if(B[r][k] == 1 and B[k][c] == 1) { B_new[r][c] = 1 }</li><li>b) if(B[r][k] == 1 and direct[k][c] == 1) { B_new[r][c] = 1 }</li><li>c) if(direct[r][k] == 1 and direct[k][c] == 1) { B_new[r][c] = 1 }</li><li>d) if(B[r][c] == 1) { B_new[r][c] = 1 }</li></ul>";"Correct: b)";"<b>Explanation:</b> The fundamental logic of extending paths by one hop is to take an existing path of length up to h (from r to an intermediate station k, represented by B[r][k] == 1) and append a single direct edge (from k to c, represented by direct[k][c] == 1). This correctly computes paths of length up to h+1.<br><b>Distractor Rationale:</b><ul><li>a) This is matrix multiplication of B with itself (B-squared). This finds paths of length up to 2h, not h+1.</li><li>c) This only calculates paths of exactly 2 hops, ignoring all previously found longer paths in B.</li><li>d) This only copies the old matrix and doesn't find any new paths.</li></ul>"
"Consider the graph below. Matrix B is computed for reachability using the transitive closure algorithm. What is the value of sum after executing the given pseudocode?<br><br>1 sum = 0<br>2 foreach r in rows(B) {<br>3   foreach c in columns(B) {<br>4     sum = sum + B[r][c]<br>5   }<br>6 }<ul><li>a) 5</li><li>b) 10</li><li>c) 20</li><li>d) 25</li></ul>";"Correct: d)";"<b>Explanation:</b> The graph is a single strong component (a cycle). This means that from any node, you can eventually reach every other node, including itself, by following the directed edges. The reachability matrix B (the transitive closure) will therefore be completely full of 1s. Since there are 5 nodes, the matrix is 5x5. The sum of all elements in a 5x5 matrix of 1s is 5 * 5 = 25.<br><b>Distractor Rationale:</b><ul><li>a) This would be the sum of the diagonal if only self-reachability was counted.</li><li>b) Incorrect calculation.</li><li>c) This would be the sum if the diagonal was all 0s, which is incorrect for reachability.</li></ul>"
"The procedure doSomething(trains) creates a matrix cstn where cstn[i][j] is the number of common stations between train i and train j. If cstn[i][j] is 0 for i != j, what can be concluded?<ul><li>a) There is no route between stations with indices i and j using one hop.</li><li>b) There are no common trains between the stations with indices i and j.</li><li>c) There are no common stations on the route of trains with indices i and j.</li><li>d) None of the above.</li></ul>";"Correct: c)";"<b>Explanation:</b> The procedure is explicitly defined to calculate comNum(trains[t1], trains[t2]), which is the number of common stations. The indices i and j of the matrix cstn correspond to the trains t1 and t2. Therefore, if the result is 0, it means the two trains share no common stations on their respective routes.<br><b>Distractor Rationale:</b><ul><li>a) This conclusion is about stations, but the matrix indices i and j represent trains.</li><li>b) This is nonsensical; i and j are the trains themselves.</li><li>d) (c) is a direct and correct conclusion from the problem description.</li></ul>"
"Procedures trainBoarding1 and trainBoarding2 should return True if a given train t has at least one common station with all other trains. Which procedure works as intended?<br><b>trainBoarding1:</b><br>1 Procedure trainBoarding1(t, trains)<br>2   cMat, index = doSomething(trains)<br>3   k = index[t]<br>4   foreach i in columns(cMat) {<br>5     if(i != k and cMat[k][i] == 0) {<br>6       return False<br>7     }<br>8   }<br>9   return True<br>10 End trainBoarding1<br><br><b>trainBoarding2:</b><br>1 Procedure trainBoarding2(t, trains)<br>2   count = 0<br>3   foreach t2 in keys(trains) {<br>4     if(comNum(trains[t], trains[t2]) > 0) {<br>5       count = count + 1<br>6     }<br>7   }<br>8   if(count == length(keys(trains))) {<br>9     return(True)<br>10  }<br>11  return(False)<br>12 End trainBoarding2<ul><li>a) Only procedure trainBoarding1 works correctly.</li><li>b) Only procedure trainBoarding2 works correctly.</li><li>c) Both procedures work correctly.</li><li>d) Neither of them works correctly.</li></ul>";"Correct: c)";"<b>Explanation:</b> trainBoarding1 uses the pre-computed matrix. It iterates through all other trains i and checks if the number of common stations (cMat[k][i]) is 0. If it finds any train with 0 common stations, it correctly returns False. If the loop completes, it means all other trains had at least one common station, so it returns True. trainBoarding2 does the same logic but computes it on the fly. It counts how many trains (including itself) have a common station with t. It returns True only if this count equals the total number of trains. Both correctly implement the required logic.<br><b>Distractor Rationale:</b><ul><li>a) trainBoarding2 is also correct.</li><li>b) trainBoarding1 is also correct.</li><li>d) Both are correct.</li></ul>"
"In the context of train networks, what is the primary difference between a graph where nodes are stations and a graph where nodes are trains?<ul><li>a) There is no functional difference; they represent the same information.</li><li>b) A station-node graph shows direct travel paths, while a train-node graph shows potential transfer points between train routes.</li><li>c) A station-node graph is always undirected, while a train-node graph is always directed.</li><li>d) A station-node graph is used for calculating distance, while a train-node graph is used for calculating travel time.</li></ul>";"Correct: b)";"<b>Explanation:</b> When nodes are stations, an edge (A, B) represents the ability to travel between station A and station B. When nodes are trains, an edge (T1, T2) represents the existence of a common station where a passenger could transfer from train T1 to train T2. They model two different aspects of the network: physical routes vs. logical connections between services.<br><b>Distractor Rationale:</b><ul><li>a) They represent fundamentally different relationships.</li><li>c) Both graph types can be either directed or undirected depending on what is being modeled (e.g., one-way tracks, transfer time constraints).</li><li>d) Both graph types can be augmented with edge labels (weights) to calculate distance or time.</li></ul>"
"What does the transitive closure of a train network graph, where stations are nodes, represent?<ul><li>a) The set of all trains that pass through a single, central station.</li><li>b) All pairs of stations (A, B) such that it is possible to travel from A to B by taking any number of connecting trains.</li><li>c) The shortest possible distance between every pair of stations.</li><li>d) A list of all stations that are starting or ending points, but not intermediate stops.</li></ul>";"Correct: b)";"<b>Explanation:</b> Transitive closure is a fundamental graph concept that identifies all reachable pairs of nodes. If you can get from A to B, and from B to C, the closure includes the 'implied' connection from A to C. Applying this exhaustively to a train network graph reveals all pairs of stations that are reachable from one another, regardless of the number of intermediate train changes.<br><b>Distractor Rationale:</b><ul><li>a) This is a property of a specific station (its connectivity), not the whole graph's reachability.</li><li>c) Transitive closure determines reachability (a yes/no answer), not the optimal path distance. Algorithms like the Floyd-Warshall algorithm build upon this concept to find shortest paths.</li><li>d) This describes terminal stations, which is a subset of nodes, not the connectivity between them.</li></ul>"
"In the context of the 'Trains' dataset, if you model the problem with trains as nodes, what does a directed edge from Train A to Train B most likely represent?<ul><li>a) Train A and Train B travel on the exact same route.</li><li>b) Train A and Train B share a common station, allowing a passenger to transfer from A to B.</li><li>c) Train A is faster than Train B.</li><li>d) Train A has more stops than Train B.</li></ul>";"Correct: b)";"<b>Explanation:</b> When trains are nodes, the relationship (edge) between them is defined by shared stations. An edge signifies a potential transfer point. If the edge is directed, it likely includes time-based logic, meaning you can arrive on Train A and depart on Train B in a valid sequence.<br><b>Distractor Rationale:</b><ul><li>a) This is a possible but very specific condition; the more general representation is a shared station.</li><li>c) Speed is an attribute of the node (train), not the relationship between them.</li><li>d) The number of stops is an attribute of the node (train).</li></ul>"
"You are modifying the oneMoreHop procedure to calculate the shortest distance, creating OneHopDistance. The matrix directdist holds the shortest direct distances. How should onehopdist[i][j] be initialized before the loops begin?<ul><li>a) To 0</li><li>b) To a very large number (infinity)</li><li>c) To directdist[i][j]</li><li>d) To 1</li></ul>";"Correct: c)";"<b>Explanation:</b> The goal is to find the shortest path with at most one hop. Therefore, the initial shortest path is the direct path itself. If a shorter one-hop path is found via an intermediate station k, this initial value will be updated. Initializing to 0 or 1 would lose the direct distance information, and initializing to infinity would incorrectly treat direct paths as non-existent.<br><b>Distractor Rationale:</b><ul><li>a) This would erase all known direct distance information.</li><li>b) This would incorrectly imply that there are no direct connections to begin with.</li><li>d) This would lose the distance information and treat the graph as unweighted.</li></ul>"
"In the OneHopDistance procedure, a new path from i to j via an intermediate station k is found. How is the distance of this new path calculated?<ul><li>a) newdist = min(directdist[i][k], directdist[k][j])</li><li>b) newdist = directdist[i][k] + directdist[k][j]</li><li>c) newdist = (directdist[i][k] + directdist[k][j]) / 2</li><li>d) newdist = directdist[i][j] + directdist[k][j]</li></ul>";"Correct: b)";"<b>Explanation:</b> A path's total distance is the sum of the distances of its constituent edges. The path from i to j via k consists of two segments: the direct path from i to k and the direct path from k to j. The total distance is the sum of their individual distances.<br><b>Distractor Rationale:</b><ul><li>a) This would find the shorter of the two segments, not the total path length.</li><li>c) This calculates the average, which is not meaningful for path distance.</li><li>d) This incorrectly adds the distance from k to j to the existing direct i to j distance.</li></ul>"
