"Front";"Back";"Extra"
"According to the lecture's discussion on popularity (defined by the number of unique mentors), why would a student with the highest marks in all subjects likely have a popularity score of 0?";"Correct: c)";"<b>Explanation:</b> Popularity is defined by the number of incoming mentoring edges. A student with the highest marks cannot be mentored by anyone, as no other student will have a score that is 10-20 points higher. Therefore, their in-degree is 0.<br><b>Distractor Rationale:</b><ul><li>a) They would have a very high out-degree (can mentor many), but this is not how popularity was defined.</li><li>b) The number of subjects is irrelevant if no one can meet the criteria to mentor them.</li><li>d) The similarity graph is based on a different concept and is not used for this popularity calculation.</li></ul>"
"What is the fundamental difference in the type of graph edge used for the 'mentoring' relationship versus the 'similarity' relationship?";"Correct: a)";"<b>Explanation:</b> The mentoring relationship is directional: 'A mentors B' is not the same as 'B mentors A'. This is represented by a directed edge (an arrow). The similarity relationship is reciprocal: 'A is similar to B' implies 'B is similar to A'. This is represented by an undirected edge (a line).<br><b>Distractor Rationale:</b><ul><li>b) This is incorrect. Mentoring is directed, similarity is undirected.</li><li>c) This is incorrect.</li><li>d) Both relationships can have labels (e.g., subject for mentoring), but the core difference is their directionality.</li></ul>"
"In the procedure to find pairs for study groups, the code checks if (mathMentorGraph[i][j] == 1 and phyMentorGraph[j][i] == 1). Why does it check for an edge from i to j in one graph, but from j to i in the other?";"Correct: d)";"<b>Explanation:</b> The goal is to find a reciprocal relationship for a study group. The condition mathMentorGraph[i][j] == 1 checks if 'i can mentor j in Maths'. The condition phyMentorGraph[j][i] == 1 checks if 'j can mentor i in Physics'. Together, they confirm a 2-person study cycle.<br><b>Distractor Rationale:</b><ul><li>a) It's checking for a reciprocal relationship, not the same one in two subjects.</li><li>b) This describes finding a 3-person study group, which requires a different logic.</li><li>c) This would only confirm that i can mentor j in both subjects, which isn't a reciprocal study group.</li></ul>"
"Why is it logically impossible for a 'mentoring' edge and a 'similarity' edge to exist between the same two students (A and B) for the same subject?";"Correct: c)";"<b>Explanation:</b> The conditions are mutually exclusive. Mentoring requires a mark difference of at least 10. Similarity requires a mark difference of less than 10. A single pair of marks cannot satisfy both conditions at the same time.<br><b>Distractor Rationale:</b><ul><li>a) The rules are based on specific mark differences, making them mutually exclusive.</li><li>b) The graph types are different, but the underlying logical contradiction is the reason.</li><li>d) This is incorrect; the rules are explicitly defined and contradictory.</li></ul>"
"In the train route graph, stations are nodes and direct trains are edges. If you want to travel from Bangalore to Kanpur and the graph shows no direct edge between them, what must you look for in the graph?";"Correct: a)";"<b>Explanation:</b> If there is no direct edge, you must find an indirect route. This means finding a sequence of connected edges, or a path, that leads from the 'Bangalore' node to the 'Kanpur' node, possibly through one or more intermediate station nodes.<br><b>Distractor Rationale:</b><ul><li>b) A cycle would bring you back to your starting point, which is not the goal of traveling to a new destination.</li><li>c) A clique is a concept related to fully connected subgraphs and is not relevant to finding a route between two specific points.</li><li>d) A disconnected component would imply it's impossible to get from one to the other. You must first search for a path.</li></ul>"
"In the analysis of the Swaminathan paragraph, nouns and pronouns were represented as nodes. What did a 'disconnected' graph (a graph with two or more separate groups of nodes with no paths between them) signify about the paragraph's structure?";"Correct: d)";"<b>Explanation:</b> A connected graph implies that all concepts (nouns) are related and flow together. A disconnected graph indicates that the paragraph is discussing two or more unrelated topics or ideas that do not link, suggesting a lack of coherence.<br><b>Distractor Rationale:</b><ul><li>a) A well-structured paragraph should be connected, not disconnected.</li><li>b) The number of verbs is not directly what a disconnected graph measures; it measures the coherence of the nouns.</li><li>c) A single topic should result in a connected graph.</li></ul>"
"The lecture introduces rows(m) and columns(m) as convenient shorthands for iterating through a matrix m. To ensure a predictable, ordered processing (e.g., 0, 1, 2...), what underlying functions do these shorthands represent?";"Correct: b)";"<b>Explanation:</b> The lecture explains that dictionary keys are not inherently ordered. To process them sequentially, one must first get the list of keys and then sort them. So, rows(m) is a shorthand for sort(keys(m)).<br><b>Distractor Rationale:</b><ul><li>a) Simply getting the keys is not enough as their order is arbitrary.</li><li>c) There is no order() function; sorting is the required operation.</li><li>d) The matrix is implemented as a dictionary, so keys() is the correct function to get the indices.</li></ul>"
"The lecture presented two pseudocodes for calculating popularity. What was the flaw in the first, simpler version that the second, more accurate version corrected?<br><pre>-- Flawed Version --\npopularity[i] = 0\nforeach j in keys(mathMarks) {\n if (mathMentorGraph[j][i] == 1) { popularity[i]++ }\n if (phyMentorGraph[j][i] == 1) { popularity[i]++ }\n if (chemMentorGraph[j][i] == 1) { popularity[i]++ }\n}</pre>";"Correct: a)";"<b>Explanation:</b> The flawed version increments the popularity counter for each subject. If the same student j can mentor student i in both Maths and Physics, popularity[i] would be incremented twice for the same mentor. The corrected version uses a dictionary to store unique mentors before counting them.<br><b>Distractor Rationale:</b><ul><li>b) The code iterates correctly; the flaw is in the counting logic.</li><li>c) It correctly checks for incoming edges ([j][i]), not outgoing.</li><li>d) It correctly calculates popularity for i, not j.</li></ul>"
"In the CreateSimilarityGraph procedure, the condition is if (ijDiff1 < 10 and ijDiff2 < 10 and ijDiff3 < 10). Why must this and condition be met for all three subjects?";"Correct: d)";"<b>Explanation:</b> The definition of 'similar students' in the lecture is strict: they must be performing at a comparable level across the board. Therefore, the mark difference must be small in every subject, not just one or two.<br><b>Distractor Rationale:</b><ul><li>a) Using or would mean students are 'similar' even if they have a huge mark difference in two subjects, which violates the concept.</li><li>b) The procedure is creating an undirected graph, but this is the reason for the and.</li><li>c) The goal is to find overall similarity, not similarity in just one area.</li></ul>"
"In the context of finding study groups, what is the significance of discovering a directed cycle of length 3, such as (A -> B in Maths), (B -> C in Physics), (C -> A in Chemistry)?";"Correct: b)";"<b>Explanation:</b> This represents a stable, mutually beneficial 3-person study group. Each student in the cycle is both mentoring someone and being mentored by someone else, ensuring that everyone contributes and everyone benefits from the arrangement.<br><b>Distractor Rationale:</b><ul><li>a) This is a valid and desirable outcome, representing a functional study group.</li><li>c) A clique is a concept from an undirected similarity graph, not the directed mentoring graph.</li><li>d) This is a key pattern to find, not an error. It's a primary goal of the graph analysis.</li></ul>"
