"Front";"Back";"Extra"
"If the line `sBooks = sBooks ++ [Y]` was moved from line 9 to be inside the `if` block on line 5 (i.e., becoming line 8), what would be the outcome?";"Correct: d)";"<b>Explanation:</b> If line 9 were moved, the elements of `books` would only be copied to `sBooks` at the moment `X` is inserted. Any elements before the insertion point would be lost, and the elements after would not be processed correctly. The resulting list would be incorrect and incomplete.<ul><li>a) The procedure would work correctly but less efficiently.</li><li>b) The procedure would work correctly but more efficiently.</li><li>c) `X` would not be inserted correctly.</li><li>d) The resulting list `sBooks` would be incomplete.</li></ul>"
"Consider `Insert(X, books)`. If `X.SeqNo` is 25 and `X.Pages` is 300, and `books` is `[[10, 200], [20, 300], [30, 400]]`, what is the final returned list?";"Correct: a)";"<b>Explanation:</b> The loop proceeds. When `Y` is `[20, 300]`, the condition `300 <= 300` is true. `X` (`[25, 300]`) is inserted. `sBooks` becomes `[[10, 200], [25, 300]]`. Then `Y` (`[20, 300]`) is appended, making `sBooks` `[[10, 200], [25, 300], [20, 300]]`. Finally, `[30, 400]` is appended. The result maintains the sorted order by pages.<ul><li>a) `[[10, 200], [25, 300], [20, 300], [30, 400]]`</li><li>b) `[[10, 200], [20, 300], [25, 300], [30, 400]]`</li><li>c) `[[25, 300], [10, 200], [20, 300], [30, 400]]`</li><li>d) `[[10, 200], [20, 300], [30, 400]]`</li></ul>"
"Which line ensures that the procedure `Insert(X, books)` does not modify the original `books` list passed to it?";"Correct: b)";"<b>Explanation:</b> Line 2 creates a new, separate list called `sBooks`. All modifications and appends are made to `sBooks`. The original `books` list is only read from in the `foreach` loop, never written to. This prevents side effects.<ul><li>a) Line 14 (return)</li><li>b) Line 2 (sBooks = [])</li><li>c) Line 4 (foreach)</li><li>d) Line 9 (sBooks = sBooks ++ [Y])</li></ul>"
"If the `return` statement on line 14 of `Insert(X, books)` was changed to `return(books)`, what would the procedure return?";"Correct: c)";"<b>Explanation:</b> The procedure would perform all the calculations to create the correctly sorted `sBooks` list, but at the very end, it would discard that result and return the original, unmodified `books` list that was passed in as a parameter.<ul><li>a) The newly sorted list including `X`.</li><li>b) An empty list.</li><li>c) The original, unmodified `books` list.</li><li>d) The book `X`.</li></ul>"
"Consider the procedure that inserts an element `x` into a sorted list `l`.<br><pre>1. Procedure SortedListInsert(l, x)
2.   newList = []
3.   inserted = False
4.   foreach z in l {
5.     if (not(inserted)) {
6.       if (x < z) {
7.         newList = newList ++ [x]
8.         inserted = True
9.       }
10.    }
11.    newList = newList ++ [z]
12.  }
13.  if (not(inserted)) {
14.    newList = newList ++ [x]
15.  }
16.  return(newList)
17. End SortedListInsert</pre>What is the content of `newList` if the procedure is called with `l = [10, 20, 40, 50]` and `x = 5`?";"Correct: b)";"<b>Explanation:</b> The `foreach` loop starts with `z = 10`. The condition `x < z` (i.e., `5 < 10`) is immediately true. `x` (which is 5) is appended to `newList`, and `inserted` becomes `True`. The procedure then appends the rest of the elements from `l` (10, 20, 40, 50) to `newList`, resulting in `[5, 10, 20, 40, 50]`.<ul><li>a) `[10, 20, 40, 50, 5]`</li><li>b) `[5, 10, 20, 40, 50]`</li><li>c) `[10, 5, 20, 40, 50]`</li><li>d) `[5]`</li></ul>"
"In `SortedListInsert`, what happens if `x` is larger than all elements in `l`?";"Correct: a)";"<b>Explanation:</b> If `x` is the largest element, the condition `x < z` on line 6 will never be true for any `z` in `l`. The `foreach` loop will complete, having copied all of `l` into `newList`, but `inserted` will remain `False`. The `if` condition on line 13 will then be true, and `x` will be appended to the end of `newList`.<ul><li>a) `x` is appended at the end of `newList` by the code on lines 13-14.</li><li>b) `x` is inserted at the beginning of `newList`.</li><li>c) The procedure returns `newList` without `x`.</li><li>d) An error occurs.</li></ul>"
"What is the final value of `newList` if `SortedListInsert` is called with `l = [10, 20, 30]` and `x = 25`?";"Correct: c)";"<b>Explanation:</b> 1. `z=10`: `25 < 10` is false. `newList` becomes `[10]`. 2. `z=20`: `25 < 20` is false. `newList` becomes `[10, 20]`. 3. `z=30`: `25 < 30` is true. `x` (25) is appended, `newList` becomes `[10, 20, 25]`. `inserted` is set to `True`. Then `z` (30) is appended, making `newList` `[10, 20, 25, 30]`.<ul><li>a) `[10, 20, 30, 25]`</li><li>b) `[10, 25, 20, 30]`</li><li>c) `[10, 20, 25, 30]`</li><li>d) `[25, 10, 20, 30]`</li></ul>"
"In `SortedListInsert`, if `l` is empty, which lines of code are executed after line 3?";"Correct: d)";"<b>Explanation:</b> If `l` is empty, the `foreach` loop on line 4 does not execute. The code jumps directly to line 13. Since `inserted` is `False`, line 14 is executed, appending `x` to the empty `newList`. Finally, line 16 returns `newList`.<ul><li>a) Lines 4, 11, 16</li><li>b) Lines 5, 6, 7, 8, 11</li><li>c) Only line 16</li><li>d) Lines 13, 14, 16</li></ul>"
"What is the purpose of the `not(inserted)` check on line 5 of `SortedListInsert`?";"Correct: a)";"<b>Explanation:</b> This check ensures that the logic for inserting `x` (lines 6-9) is only considered as long as `x` has not yet been placed in `newList`. Once `inserted` becomes `True`, this entire block is skipped for all subsequent elements `z`, making the process more efficient by simply copying the rest of the elements.<ul><li>a) To prevent `x` from being inserted more than once and to improve efficiency.</li><li>b) To handle the case where `l` is empty.</li><li>c) To ensure `z` is always larger than `x`.</li><li>d) To count the number of elements in `l`.</li></ul>"
"If the comparison on line 6 of `SortedListInsert` were `x <= z`, how would the output change for `l = [10, 20, 20, 30]` and `x = 20`?";"Correct: a)";"<b>Explanation:</b> With `x <= z`, when `z` is the first `20`, the condition `20 <= 20` is true. `x` would be inserted *before* the first existing `20`. The original `<` ensures `x` is inserted after all existing `20`s (i.e., when `z` becomes `30`). The `<=` operator makes the sort stable for elements inserted from an unsorted list.<ul><li>a) `x` would be inserted before the existing `20`s.</li><li>b) `x` would be inserted after the existing `20`s.</li><li>c) The output would be the same.</li><li>d) `x` would not be inserted.</li></ul>"
"In `SortedListInsert`, what does the variable `z` represent in each iteration of the loop?";"Correct: c)";"<b>Explanation:</b> The `foreach z in l` statement iterates through the list `l`. In each iteration, the variable `z` holds the current element from the list `l` that is being processed.<ul><li>a) The index of the current element in `l`.</li><li>b) The entire list `l`.</li><li>c) The current element being processed from `l`.</li><li>d) The new element `x` to be inserted.</li></ul>"
"What is the state of `newList` just before the `foreach` loop begins in `SortedListInsert`?";"Correct: b)";"<b>Explanation:</b> Line 2, `newList = []`, is executed before the loop on line 4 begins. This initializes `newList` as an empty list, ready to be populated.<ul><li>a) It is undefined.</li><li>b) It is an empty list `[]`.</li><li>c) It contains a copy of `l`.</li><li>d) It contains `x`.</li></ul>"
"In `SortedListInsert`, if `x` is equal to an element `z` in the list, where is `x` inserted relative to `z`?";"Correct: d)";"<b>Explanation:</b> The condition for insertion is `x < z`. If `x` is equal to `z`, this condition is false. Therefore, `x` will not be inserted at that point. The loop will continue, and `z` will be appended to `newList`. `x` will be inserted later, when a `z` is found that is strictly greater than `x`. This means `x` is inserted after all equal elements.<ul><li>a) Before `z`.</li><li>b) It replaces `z`.</li><li>c) The procedure exits with an error.</li><li>d) After `z`.</li></ul>"
"Which part of the `SortedListInsert` procedure ensures that all original elements of `l` are present in the final `newList`?";"Correct: c)";"<b>Explanation:</b> Line 11, `newList = newList ++ [z]`, is outside the `if` blocks but inside the `foreach` loop. This ensures that every element `z` from the original list `l` is appended to `newList` during the iteration, preserving all original elements.<ul><li>a) Lines 7-8</li><li>b) Lines 13-14</li><li>c) Line 11</li><li>d) Line 2</li></ul>"
"If line 11 in `SortedListInsert` were accidentally deleted, what would `newList` contain at the end?";"Correct: a)";"<b>Explanation:</b> Without line 11, no elements from the original list `l` would be copied to `newList`. The only element that could possibly be added is `x` (on line 7 or 14). Therefore, the returned list would contain at most the single element `x`.<ul><li>a) Only the element `x`, if it was inserted.</li><li>b) All elements of `l`, but not `x`.</li><li>c) An empty list.</li><li>d) The procedure would not change `newList`.</li></ul>"
"What is the value of the `inserted` flag when the `foreach` loop finishes, if `l = [10, 20]` and `x = 30`?";"Correct: b)";"<b>Explanation:</b> Since `x = 30` is greater than both 10 and 20, the condition `x < z` on line 6 is never met. The `inserted` flag is initialized to `False` on line 3 and is never changed inside the loop.<ul><li>a) True</li><li>b) False</li><li>c) Undefined</li><li>d) 1</li></ul>"
"In `SortedListInsert`, if `l = [5, 15, 25]` and `x = 15`, what is the final returned list?";"Correct: c)";"<b>Explanation:</b> 1. `z=5`: `15 < 5` is false. `newList` becomes `[5]`. 2. `z=15`: `15 < 15` is false. `newList` becomes `[5, 15]`. 3. `z=25`: `15 < 25` is true. `x` (15) is appended, `newList` becomes `[5, 15, 15]`. `inserted` becomes `True`. Then `z` (25) is appended, making `newList` `[5, 15, 15, 25]`.<ul><li>a) `[5, 15, 25]`</li><li>b) `[5, 15, 25, 15]`</li><li>c) `[5, 15, 15, 25]`</li><li>d) `[15, 5, 15, 25]`</li></ul>"
"Why is it necessary to have the `if (not(inserted))` check on lines 13-15 of `SortedListInsert`?";"Correct: d)";"<b>Explanation:</b> This block handles the specific case where the element `x` to be inserted is greater than all the elements currently in the list `l`. In this situation, the insertion condition inside the loop is never met, and `x` must be appended at the very end after the loop has finished.<ul><li>a) To handle negative numbers.</li><li>b) To handle duplicate numbers.</li><li>c) To handle an empty input list `l`.</li><li>d) To handle the case where `x` is the largest element.</li></ul>"
"If `l = [100]` and `x = 50`, what is the value of `newList` immediately after line 8 in `SortedListInsert` is executed?";"Correct: a)";"<b>Explanation:</b> The loop starts with `z=100`. The condition `50 < 100` is true. Line 7 appends `x` (50) to `newList`, so `newList` becomes `[50]`. Line 8 then sets `inserted` to `True`. The question asks for the state of `newList` right after this point.<ul><li>a) `[50]`</li><li>b) `[50, 100]`</li><li>c) `[100]`</li><li>d) `[]`</li></ul>"
"The `InsertionSort` procedure uses the `SortedListInsert` procedure to sort a list.<br><pre>1. Procedure InsertionSort(l)
2.   sortedList = []
3.   foreach z in l {
4.     sortedList = SortedListInsert(sortedList, z)
5.   }
6.   return(sortedList)
7. End InsertionSort</pre>What is the state of `sortedList` after the third iteration of the `foreach` loop if the input is `l = [40, 10, 30, 20]`?";"Correct: a)";"<b>Explanation:</b> - **Iteration 1 (z=40):** `sortedList` becomes `[40]`. - **Iteration 2 (z=10):** `sortedList` becomes `[10, 40]`. - **Iteration 3 (z=30):** `sortedList` becomes `[10, 30, 40]`. After the third iteration, `sortedList` contains the first three elements of `l` in sorted order.<ul><li>a) `[10, 30, 40]`</li><li>b) `[40, 10, 30]`</li><li>c) `[10, 40]`</li><li>d) `[]`</li></ul>"
"In `InsertionSort`, what is the value of `sortedList` just before the `foreach` loop begins?";"Correct: c)";"<b>Explanation:</b> Line 2 initializes `sortedList` to an empty list. This is the state of the variable right before the loop on line 3 starts its first iteration. This empty list is the base case for the `SortedListInsert` procedure.<ul><li>a) A copy of `l`.</li><li>b) The first element of `l`.</li><li>c) An empty list `[]`.</li><li>d) Undefined.</li></ul>"
"If `l = [5, 2, 8]`, how many times is `SortedListInsert` called by `InsertionSort`?";"Correct: b)";"<b>Explanation:</b> The `foreach` loop in `InsertionSort` iterates once for each element in the input list `l`. Since `l` has three elements (5, 2, and 8), the loop will run three times, and `SortedListInsert` will be called three times.<ul><li>a) 2</li><li>b) 3</li><li>c) 4</li><li>d) It depends on the values in the list.</li></ul>"
"What is the 'invariant' property of the `sortedList` variable inside the `InsertionSort` procedure?";"Correct: d)";"<b>Explanation:</b> An invariant is a property that holds true before and after each iteration of a loop. In this case, `sortedList` starts as sorted (an empty list is sorted) and after each call to `SortedListInsert`, it remains sorted. This property is maintained throughout the execution of the procedure.<ul><li>a) It is always empty.</li><li>b) It is always in reverse sorted order.</li><li>c) It always contains the same number of elements as `l`.</li><li>d) It is always sorted.</li></ul>"
"If the input list `l` to `InsertionSort` is already sorted, what is the behavior of the algorithm?";"Correct: a)";"<b>Explanation:</b> If `l` is already sorted, each call to `SortedListInsert` will insert the new element `z` at the end of `sortedList`, as `z` will always be the largest element seen so far. The algorithm still performs all the comparisons but does not need to shift elements. It works correctly but does not terminate early.<ul><li>a) It works correctly and produces a sorted list.</li><li>b) It produces a list in reverse sorted order.</li><li>c) It is significantly faster because it skips the loop.</li><li>d) It results in an error.</li></ul>"
"What would happen in `InsertionSort` if `sortedList` was initialized to a copy of `l` instead of `[]`?";"Correct: c)";"<b>Explanation:</b> If `sortedList` started as a copy of `l`, the procedure would then iterate through `l` again, inserting each element of `l` into the already full (and unsorted) `sortedList`. The result would be a list with twice the number of elements and would not be correctly sorted.<ul><li>a) The sort would be faster.</li><li>b) The result would be the same.</li><li>c) The final list would be incorrect and contain duplicate elements.</li><li>d) The procedure would not modify the list.</li></ul>"
"In `InsertionSort`, the variable `z` holds the element from `l` being inserted. What is the value of `z` during the second iteration of the loop for `l = [50, 25, 75]`?";"Correct: b)";"<b>Explanation:</b> The `foreach` loop iterates through `l` in order. The first iteration uses `z = 50`. The second iteration uses the second element of `l`, which is `z = 25`.<ul><li>a) 50</li><li>b) 25</li><li>c) 75</li><li>d) `[50, 25]`</li></ul>"
"If `SortedListInsert` had a bug and did not insert the element `x`, what would `InsertionSort(l)` return?";"Correct: a)";"<b>Explanation:</b> If `SortedListInsert` failed to insert `x`, then in each iteration of `InsertionSort`, the call would effectively do nothing. `sortedList` would remain `[]` throughout the execution, and an empty list would be returned.<ul><li>a) An empty list.</li><li>b) The original list `l`.</li><li>c) The first element of `l`.</li><li>d) An error.</li></ul>"
"The final `return(sortedList)` statement in `InsertionSort` is executed at what point?";"Correct: d)";"<b>Explanation:</b> The `return` statement is on line 6, which is located after the `foreach` loop. It is executed only after the loop has completed all of its iterations, meaning every element from `l` has been processed and inserted into `sortedList`.<ul><li>a) During each iteration of the loop.</li><li>b) Only if the list `l` is not empty.</li><li>c) Before the loop begins.</li><li>d) After the `foreach` loop has finished completely.</li></ul>"
"If `l = [3, 1, 2]`, what is the value of `sortedList` passed to `SortedListInsert` in the final iteration of the `InsertionSort` loop?";"Correct: b)";"<b>Explanation:</b> - Iteration 1 (z=3): `SortedListInsert([], 3)` is called. `sortedList` becomes `[3]`. - Iteration 2 (z=1): `SortedListInsert([3], 1)` is called. `sortedList` becomes `[1, 3]`. - Iteration 3 (z=2): This is the final iteration. The value of `sortedList` at the beginning of this iteration is `[1, 3]`. This is what is passed to `SortedListInsert`.<ul><li>a) `[3, 1]`</li><li>b) `[1, 3]`</li><li>c) `[1, 2, 3]`</li><li>d) `[]`</li></ul>"
"How does `InsertionSort` handle an empty list `l` as input?";"Correct: a)";"<b>Explanation:</b> If `l` is empty, the `foreach` loop on line 3 never executes. The procedure proceeds directly from line 2 (`sortedList = []`) to line 6 (`return(sortedList)`). It correctly returns an empty list.<ul><li>a) It correctly returns an empty list.</li><li>b) It causes an error.</li><li>c) It enters an infinite loop.</li><li>d) It returns `None`.</li></ul>"
"What is the main logical operation happening on line 4 of `InsertionSort`?";"Correct: d)";"<b>Explanation:</b> Line 4 takes the current `sortedList`, calls `SortedListInsert` to get a new, larger sorted list, and then updates `sortedList` to be this new list. This is a process of incrementally building the final sorted list by repeatedly replacing the old version with a new one.<ul><li>a) Comparing two elements.</li><li>b) Removing an element from `l`.</li><li>c) Checking if `sortedList` is empty.</li><li>d) Incrementally building a sorted list by reassigning `sortedList` in each iteration.</li></ul>"
"If `l` contains duplicate values, for example `l = [20, 10, 20]`, what will `InsertionSort` produce?";"Correct: c)";"<b>Explanation:</b> `InsertionSort` will process each element, including duplicates. The `SortedListInsert` procedure correctly places each element, even if it's a duplicate, into the sorted list. The final output will be a sorted list containing all original elements, including any duplicates. The result for `[20, 10, 20]` would be `[10, 20, 20]`.<ul><li>a) A list with duplicates removed.</li><li>b) An error.</li><li>c) A sorted list that preserves the duplicates.</li><li>d) An infinite loop.</li></ul>"
"In `InsertionSort`, does the original list `l` get modified by the procedure?";"Correct: b)";"<b>Explanation:</b> The procedure only reads from `l` using the `foreach` loop. It never writes to `l` or reassigns it. All modifications happen on the separate `sortedList` variable. This means `InsertionSort` has no side effects on its input list.<ul><li>a) Yes, it is emptied as elements are processed.</li><li>b) No, it is only read from and remains unchanged.</li><li>c) Yes, it becomes sorted in place.</li><li>d) It depends on the contents of `l`.</li></ul>"
"What is the primary disadvantage of `InsertionSort` compared to more advanced sorting algorithms?";"Correct: a)";"<b>Explanation:</b> For each of the `n` elements in the list, `SortedListInsert` may have to iterate through the already sorted portion, which can be up to `n` elements long. This leads to a complexity of roughly n*n operations, which is inefficient for very large lists compared to algorithms like Merge Sort or Quick Sort.<ul><li>a) Its performance is slow for large lists (O(n^2) complexity).</li><li>b) It does not work with duplicate values.</li><li>c) It requires a large amount of extra memory.</li><li>d) It cannot sort lists of strings.</li></ul>"
"Consider the `SimpleGradeAssignment` procedure, which assigns grades to a sorted list `l` of `[StudentId, Marks]` pairs.<br><pre>1. Procedure SimpleGradeAssignment(l)
2.   classSize = length(l)
3.   q4 = classSize / 4
4.   q3 = classSize / 2
5.   q2 = 3 * classSize / 4
6.   gradeA = [], gradeB = [], gradeC = [], gradeD = []
7.   position = 0
8.   foreach x in l {
9.     if (position > q2) {
10.      gradeA = gradeA ++ [first(x)]
11.    }
12.    if (position > q3 and position <= q2) {
13.      gradeB = gradeB ++ [first(x)]
14.    }
15.    if (position > q4 and position <= q3) {
16.      gradeC = gradeC ++ [first(x)]
17.    }
18.    if (position <= q4) {
19.      gradeD = gradeD ++ [first(x)]
20.    }
21.    position = position + 1
22.  }
23.  return([gradeA, gradeB, gradeC, gradeD])
24. End SimpleGradeAssignment</pre>If `l` has 20 elements (positions 0-19), which range of `position` values will result in a student being assigned to `gradeB`?";"Correct: b)";"<b>Explanation:</b> With `classSize = 20`, the quartiles are `q4 = 5`, `q3 = 10`, and `q2 = 15`. The condition for `gradeB` is `position > q3 and position <= q2`, which translates to `position > 10` and `position <= 15`. This corresponds to positions 11, 12, 13, 14, and 15.<ul><li>a) `position > 15`</li><li>b) `position > 10` and `position <= 15`</li><li>c) `position > 5` and `position <= 10`</li><li>d) `position <= 5`</li></ul>"
"In `SimpleGradeAssignment`, what is the purpose of the `position` variable?";"Correct: c)";"<b>Explanation:</b> The `position` variable acts as a counter that tracks the index of the current element `x` in the sorted list `l`. This is necessary because the grade assignment is based on the element's rank (position) in the sorted list, not its actual mark.<ul><li>a) To store the student's final grade.</li><li>b) To count the total number of students.</li><li>c) To keep track of the current element's index in the sorted list `l`.</li><li>d) To store the student's ID.</li></ul>"
"If `classSize` is 30 in `SimpleGradeAssignment`, what will be the value of `q3`?";"Correct: a)";"<b>Explanation:</b> The procedure calculates `q3` as `classSize / 2`. If `classSize` is 30, then `q3` will be `30 / 2 = 15`. This represents the halfway point in the list, separating the bottom half (grades C and D) from the top half (grades A and B).<ul><li>a) 15</li><li>b) 7.5</li><li>c) 22.5</li><li>d) 30</li></ul>"
"Why is `first(x)` used in lines 10, 13, 16, and 19 of `SimpleGradeAssignment`?";"Correct: d)";"<b>Explanation:</b> The input list `l` contains elements that are pairs of the form `[StudentId, Marks]`. The variable `x` holds one such pair. The procedure's goal is to create lists of student IDs for each grade. The `first(x)` function correctly extracts the `StudentId` to be appended to the appropriate grade list.<ul><li>a) To get the student's marks.</li><li>b) To check if `x` is a list.</li><li>c) It is a mistake; it should be `last(x)`.</li><li>d) To extract the student's ID from the `[StudentId, Marks]` pair.</li></ul>"
"What does the `SimpleGradeAssignment` procedure return?";"Correct: b)";"<b>Explanation:</b> The `return` statement on line 23 constructs a new list. This list contains four elements, where each element is one of the grade lists (`gradeA`, `gradeB`, `gradeC`, `gradeD`). This is an example of a nested list or a list of lists.<ul><li>a) A single list containing all student IDs.</li><li>b) A list containing four other lists: one for each grade.</li><li>c) The average mark of the class.</li><li>d) The student with the highest grade.</li></ul>"
"If the `if` conditions in `SimpleGradeAssignment` were not mutually exclusive (e.g., if they were all just `if (position > q_value)`), what would be the issue?";"Correct: a)";"<b>Explanation:</b> If the conditions were not exclusive, a single student could be assigned to multiple grade lists. For example, a position of 16 would satisfy `position > q2`, `position > q3`, and `position > q4`, potentially adding the student to grades A, B, and C, which is incorrect.<ul><li>a) A student could be assigned to multiple grades simultaneously.</li><li>b) The procedure would be more efficient.</li><li>c) The `position` variable would not increment correctly.</li><li>d) It would have no negative effect.</li></ul>"
"What is a key assumption about the input list `l` for the `SimpleGradeAssignment` procedure to work as intended?";"Correct: c)";"<b>Explanation:</b> The entire logic of assigning grades based on quartiles depends on the list being sorted by marks. If the list were unsorted, the `position` would not correspond to the student's rank, and the grade assignments would be meaningless.<ul><li>a) The list must contain an even number of students.</li><li>b) The list must not contain duplicate marks.</li><li>c) The list must be sorted by marks in ascending order.</li><li>d) The list must contain student names instead of IDs.</li></ul>"
"In `SimpleGradeAssignment`, if `classSize = 10`, what is the condition for being assigned `gradeD`?";"Correct: d)";"<b>Explanation:</b> If `classSize = 10`, then `q4 = 10 / 4 = 2.5`. The condition for `gradeD` is `position <= q4`. Therefore, students at positions 0, 1, and 2 would be assigned grade D.<ul><li>a) `position <= 10`</li><li>b) `position <= 7.5`</li><li>c) `position <= 5`</li><li>d) `position <= 2.5`</li></ul>"
