Front;Back;Extra
<b>QX:</b> What is the result of <code>first([[1,2], [3,4], [5,6]])</code>?;first([[1,2], [3,4], [5,6]]) → [1, 2];<b>Explanation:</b> The <code>first()</code> function returns the first element of the list.
"<b>Q1:</b> Which of the following lines in the pseudocode <code>Insert</code> will always execute at least once when inserting into a non-empty <i>books</i> list?<br><br>
<pre>
Procedure Insert(X, books)
  sBooks = []
  inserted = False
  foreach Y in books {
    if (X.Pages <= last(Y) and not(inserted)) {
      sBooks = sBooks ++ [[X.SeqNo, X.Pages]]
      inserted = True
    }
    sBooks = sBooks ++ [Y]
  }
  if (not(inserted)) {
    sBooks = sBooks ++ [[X.SeqNo, X.Pages]]
  }
  return(sBooks)
End Procedure
</pre>";<ul><li>Line 4</li><li>Line 9</li><li>Line 11</li></ul>;In any call to Insert with a non-empty list, the foreach loop executes, so line 4 runs at least once. Line 9 executes for each element. If X is inserted at the end, Line 11 also executes.
"<b>QX:</b> What grade will a student at position 0 receive in the following pseudocode?<br>
<pre>
Procedure SimpleGradeAssignment(l)
  q4 = classSize / 4
  q3 = classSize / 2
  q2 = 3 * classSize / 4
  gradeA, B, C, D = [], [], [], []
  position = 0
  foreach x in l {
    if (position > q2) { gradeA = gradeA ++ [first(x)] }
    else if (position > q3) { gradeB = gradeB ++ [first(x)] }
    else if (position > q4) { gradeC = gradeC ++ [first(x)] }
    else { gradeD = gradeD ++ [first(x)] }
    position = position + 1
  }
End Procedure
</pre>";Grade D;<b>Explanation:</b> position = 0, so none of the > conditions are true, hence student is added to gradeD.
<b>QX:</b> What happens if classSize is not divisible by 4 in SimpleGradeAssignment?;The quartiles (q2, q3, q4) may not be integers, causing incorrect grade distribution;<b>Explanation:</b> Division results in floats. Without flooring/rounding, this can cause index mismatch.
<b>QX:</b> In the Insert pseudocode, which line inserts X at the end if no earlier match?;Line 11;<b>Explanation:</b> If X.Pages is greater than all Y values, it is inserted in line 11.
<b>QX:</b> Which lines in Insert pseudocode execute regardless of X’s value?;Lines 4, 9;<b>Explanation:</b> Line 4 always starts loop, and line 9 always appends Y to sBooks.
<b>QX:</b> If a student is in physicsAGrades but not in mathsBGrades, what list will they go into?;Reject;<b>Explanation:</b> They do not satisfy the hypothesis condition (mathsBGrades AND physicsA/B), so go into reject.
<b>QX:</b> Consider a student in <code>mathsBGrades</code> but not in <code>physicsAGrades</code> or <code>physicsBGrades</code>. Which list will they be added to in the hypothesis test?;Reject;<b>Explanation:</b> The condition for <code>confirm</code> is being in mathsBGrades AND in (physicsAGrades OR physicsBGrades). This student fails the second part.
<b>QX:</b> What is the result of <code>first([[10,20], [30,40], [50,60]])</code>?;[10, 20];<b>Explanation:</b> The first element of the outer list is [10, 20].
<b>QX:</b> Evaluate: <code>rest([5, 10, 15, 20])</code>;[10, 15, 20];<b>Explanation:</b> <code>rest</code> removes the first element.
<b>QX:</b> Evaluate: <code>last([1, 3, 5, 7])</code>;7;<b>Explanation:</b> <code>last</code> returns the final element.
<b>QX:</b> Evaluate: <code>init([100, 200, 300])</code>;[100, 200];<b>Explanation:</b> <code>init</code> removes the last element.
<b>QX:</b> What quartile cutoff is used to assign grade B?;position > classSize / 2;<b>Explanation:</b> Grade B is assigned if the position is greater than q3 = classSize/2.
<b>QX:</b> In SimpleGradeAssignment, how many students get grade A if classSize = 80?;20;<b>Explanation:</b> The top 25% (last 20 students) get grade A.
<b>QX:</b> Which line inserts the student when no match is found in Insert procedure?;Line 11;<b>Explanation:</b> Line 11 appends X if it wasn’t inserted during the loop.
<b>QX:</b> What is the result of evaluating <code>rest(init([1,2,3,4]))</code>?;[2, 3];<b>Explanation:</b> <code>init</code> removes the last item → [1,2,3], then <code>rest</code> removes the first → [2,3].
<b>QX:</b> What happens if the classSize is 60? What is the q3 cutoff for assigning grade B?;30;<b>Explanation:</b> q3 = classSize / 2 = 30
<b>QX:</b> If a student is in position 45 in a class of 60, which grade do they receive?;Grade A;<b>Explanation:</b> Top quartile = positions > 45 ⇒ grade A
<b>QX:</b> In Insert pseudocode, which line sets the inserted flag to true?;Line 6;<b>Explanation:</b> When X.Pages <= last(Y), line 6 sets inserted = True.
<b>QX:</b> In the Insert procedure, what happens if X.Pages = 77 and all Y values are smaller?;X is inserted at the end;<b>Explanation:</b> Since X.Pages > all Y values, it will be added in line 11 after the loop.
<b>QX:</b> In the Insert procedure, what happens if X.Pages = 87 and all Y values are smaller?;X is inserted at the end;<b>Explanation:</b> Since X.Pages > all Y values, it will be added in line 11 after the loop.
<b>QX:</b> In the Insert procedure, what happens if X.Pages = 95 and all Y values are smaller?;X is inserted at the end;<b>Explanation:</b> Since X.Pages > all Y values, it will be added in line 11 after the loop.
<b>QX:</b> In the Insert procedure, what happens if X.Pages = 76 and all Y values are smaller?;X is inserted at the end;<b>Explanation:</b> Since X.Pages > all Y values, it will be added in line 11 after the loop.
<b>QX:</b> Evaluate: SortedListInsert([2, 4, 6, 8], 2);[2, 2, 4, 6, 8];<b>Explanation:</b> 2 inserted in the correct position to maintain sort order.
<b>QX:</b> Evaluate: SortedListInsert([2, 4, 6, 8], 12);[2, 4, 6, 8, 12];<b>Explanation:</b> 12 inserted in the correct position to maintain sort order.
<b>QX:</b> Evaluate: SortedListInsert([2, 4, 6, 8], 8);[2, 4, 6, 8, 8];<b>Explanation:</b> 8 inserted in the correct position to maintain sort order.
<b>QX:</b> What does InsertionSort([32, 21, 10]) return using SortedListInsert?;[10, 21, 32];<b>Explanation:</b> InsertionSort uses SortedListInsert to build a sorted list incrementally.
<b>QX:</b> What does InsertionSort([25, 12, 8]) return using SortedListInsert?;[8, 12, 25];<b>Explanation:</b> InsertionSort uses SortedListInsert to build a sorted list incrementally.
<b>QX:</b> What does InsertionSort([47, 11, 6]) return using SortedListInsert?;[6, 11, 47];<b>Explanation:</b> InsertionSort uses SortedListInsert to build a sorted list incrementally.
<b>QX:</b> What does InsertionSort([11, 6, 5]) return using SortedListInsert?;[5, 6, 11];<b>Explanation:</b> InsertionSort uses SortedListInsert to build a sorted list incrementally.
<b>QX:</b> What does InsertionSort([50, 43, 31]) return using SortedListInsert?;[31, 43, 50];<b>Explanation:</b> InsertionSort uses SortedListInsert to build a sorted list incrementally.
<b>QX:</b> In a class of 80, a student is at position 39. What grade do they receive using SimpleGradeAssignment?;Grade C;<b>Explanation:</b> Position 39 falls in quartile corresponding to Grade C.
<b>QX:</b> In a class of 80, a student is at position 79. What grade do they receive using SimpleGradeAssignment?;Grade A;<b>Explanation:</b> Position 79 falls in quartile corresponding to Grade A.
<b>QX:</b> In a class of 80, a student is at position 54. What grade do they receive using SimpleGradeAssignment?;Grade B;<b>Explanation:</b> Position 54 falls in quartile corresponding to Grade B.
<b>QX:</b> In a class of 80, a student is at position 67. What grade do they receive using SimpleGradeAssignment?;Grade A;<b>Explanation:</b> Position 67 falls in quartile corresponding to Grade A.
<b>QX:</b> If a student is in mathsBGrades and in physicsBGrades, which list are they placed into in the hypothesis test?;Confirm;<b>Explanation:</b> They meet both parts of the condition: in mathsBGrades and in physicsAGrades or physicsBGrades.
<b>QX:</b> Which line of Insert ensures that each Y is added to sBooks?;Line 9;<b>Explanation:</b> Line 9 is executed for every Y during the foreach loop.
<b>QX:</b> In the Insert procedure, X.Pages = 100, and it is larger than all Y values. What happens?;X is inserted at the end (line 11);<b>Explanation:</b> X.Pages > all Y.Pages, so Insert will skip line 6 and insert X at the end (line 11).
<b>QX:</b> In the Insert procedure, X.Pages = 101, and it is larger than all Y values. What happens?;X is inserted at the end (line 11);<b>Explanation:</b> X.Pages > all Y.Pages, so Insert will skip line 6 and insert X at the end (line 11).
<b>QX:</b> What is the final output of InsertionSort([52, 34, 10]) using SortedListInsert?;[10, 34, 52];<b>Explanation:</b> InsertionSort uses SortedListInsert to build the list in ascending order.
<b>QX:</b> What is the final output of InsertionSort([41, 34, 24]) using SortedListInsert?;[24, 34, 41];<b>Explanation:</b> InsertionSort uses SortedListInsert to build the list in ascending order.
<b>QX:</b> What is the final output of InsertionSort([38, 16, 14]) using SortedListInsert?;[14, 16, 38];<b>Explanation:</b> InsertionSort uses SortedListInsert to build the list in ascending order.
<b>QX:</b> What is the final output of InsertionSort([57, 24, 11]) using SortedListInsert?;[11, 24, 57];<b>Explanation:</b> InsertionSort uses SortedListInsert to build the list in ascending order.
<b>QX:</b> What is the final output of InsertionSort([59, 13, 11]) using SortedListInsert?;[11, 13, 59];<b>Explanation:</b> InsertionSort uses SortedListInsert to build the list in ascending order.
<b>QX:</b> What is the final output of InsertionSort([60, 57, 41]) using SortedListInsert?;[41, 57, 60];<b>Explanation:</b> InsertionSort uses SortedListInsert to build the list in ascending order.
<b>QX:</b> What is the final output of InsertionSort([37, 36, 10]) using SortedListInsert?;[10, 36, 37];<b>Explanation:</b> InsertionSort uses SortedListInsert to build the list in ascending order.
<b>QX:</b> What is the final output of InsertionSort([43, 37, 12]) using SortedListInsert?;[12, 37, 43];<b>Explanation:</b> InsertionSort uses SortedListInsert to build the list in ascending order.
<b>QX:</b> What is the final output of InsertionSort([57, 31, 22]) using SortedListInsert?;[22, 31, 57];<b>Explanation:</b> InsertionSort uses SortedListInsert to build the list in ascending order.
<b>QX:</b> What is the final output of InsertionSort([56, 52, 13]) using SortedListInsert?;[13, 52, 56];<b>Explanation:</b> InsertionSort uses SortedListInsert to build the list in ascending order.
<b>QX:</b> What is the final output of InsertionSort([44, 41, 23]) using SortedListInsert?;[23, 41, 44];<b>Explanation:</b> InsertionSort uses SortedListInsert to build the list in ascending order.
<b>QX:</b> What is the final output of InsertionSort([59, 20, 12]) using SortedListInsert?;[12, 20, 59];<b>Explanation:</b> InsertionSort uses SortedListInsert to build the list in ascending order.
<b>QX:</b> What is the final output of InsertionSort([31, 29, 28]) using SortedListInsert?;[28, 29, 31];<b>Explanation:</b> InsertionSort uses SortedListInsert to build the list in ascending order.
<b>QX:</b> What is the final output of InsertionSort([54, 17, 13]) using SortedListInsert?;[13, 17, 54];<b>Explanation:</b> InsertionSort uses SortedListInsert to build the list in ascending order.
<b>QX:</b> What is the final output of InsertionSort([56, 13, 13]) using SortedListInsert?;[13, 13, 56];<b>Explanation:</b> InsertionSort uses SortedListInsert to build the list in ascending order.
<b>QX:</b> What is the final output of InsertionSort([44, 38, 18]) using SortedListInsert?;[18, 38, 44];<b>Explanation:</b> InsertionSort uses SortedListInsert to build the list in ascending order.
<b>QX:</b> What is the final output of InsertionSort([57, 50, 42]) using SortedListInsert?;[42, 50, 57];<b>Explanation:</b> InsertionSort uses SortedListInsert to build the list in ascending order.
<b>QX:</b> What is the final output of InsertionSort([56, 47, 22]) using SortedListInsert?;[22, 47, 56];<b>Explanation:</b> InsertionSort uses SortedListInsert to build the list in ascending order.
<b>QX:</b> What is the final output of InsertionSort([40, 33, 16]) using SortedListInsert?;[16, 33, 40];<b>Explanation:</b> InsertionSort uses SortedListInsert to build the list in ascending order.
<b>QX:</b> What is the final output of InsertionSort([49, 41, 35]) using SortedListInsert?;[35, 41, 49];<b>Explanation:</b> InsertionSort uses SortedListInsert to build the list in ascending order.
<b>QX:</b> What is the final output of InsertionSort([57, 18, 13]) using SortedListInsert?;[13, 18, 57];<b>Explanation:</b> InsertionSort uses SortedListInsert to build the list in ascending order.
<b>QX:</b> What is the final output of InsertionSort([50, 23, 15]) using SortedListInsert?;[15, 23, 50];<b>Explanation:</b> InsertionSort uses SortedListInsert to build the list in ascending order.
<b>QX:</b> In a class of 80, a student at position 31 receives what grade under SimpleGradeAssignment?;Grade C;<b>Explanation:</b> Position 31 falls in quartile for Grade C.
<b>QX:</b> In a class of 80, a student at position 56 receives what grade under SimpleGradeAssignment?;Grade B;<b>Explanation:</b> Position 56 falls in quartile for Grade B.
<b>QX:</b> In a class of 80, a student at position 25 receives what grade under SimpleGradeAssignment?;Grade C;<b>Explanation:</b> Position 25 falls in quartile for Grade C.
<b>QX:</b> In a class of 80, a student at position 6 receives what grade under SimpleGradeAssignment?;Grade D;<b>Explanation:</b> Position 6 falls in quartile for Grade D.
<b>QX:</b> In a class of 80, a student at position 36 receives what grade under SimpleGradeAssignment?;Grade C;<b>Explanation:</b> Position 36 falls in quartile for Grade C.
<b>QX:</b> In a class of 80, a student at position 7 receives what grade under SimpleGradeAssignment?;Grade D;<b>Explanation:</b> Position 7 falls in quartile for Grade D.
<b>QX:</b> In a class of 80, a student at position 15 receives what grade under SimpleGradeAssignment?;Grade D;<b>Explanation:</b> Position 15 falls in quartile for Grade D.
<b>QX:</b> In a class of 80, a student at position 73 receives what grade under SimpleGradeAssignment?;Grade A;<b>Explanation:</b> Position 73 falls in quartile for Grade A.
<b>QX:</b> A student is in mathsBGrades and in physicsAGrades. Where are they added?;Confirm;<b>Explanation:</b> Both parts of the hypothesis are satisfied → added to Confirm list.
<b>QX:</b> Evaluate: <code>first([[a,b],[c,d]])</code>;[a, b];<b>Explanation:</b> <code>first([[a,b],[c,d]])</code> applies list operation and returns [a, b].
<b>QX:</b> Evaluate: <code>rest([1,2,3,4,5])</code>;[2, 3, 4, 5];<b>Explanation:</b> <code>rest([1,2,3,4,5])</code> applies list operation and returns [2, 3, 4, 5].
<b>QX:</b> Evaluate: <code>last([x,y,z])</code>;z;<b>Explanation:</b> <code>last([x,y,z])</code> applies list operation and returns z.
<b>QX:</b> Evaluate: <code>init([m,n,o,p])</code>;[m, n, o];<b>Explanation:</b> <code>init([m,n,o,p])</code> applies list operation and returns [m, n, o].
<b>QX:</b> In Insert, which line ensures each Y is appended to sBooks?;Line 9;<b>Explanation:</b> Every iteration of the foreach loop appends Y to sBooks at line 9.
