"Front";"Back";"Extra"
"What will be the value of mList at the end of the execution of the given pseudocode?<br><br>1 L = [[0, 210, 78], [1, 198, 91], [2, 188, 77], [3, 173, 78], [4, 240, 89]]<br>2 mList = []<br>3 foreach element in L {<br>4   mList = mList ++ [last(init(element))]<br>5 }<br><br><ul><li>a) [0, 210, 1, 198, 2, 188, 3, 173, 4, 240]</li><li>b) [0, 1, 2, 3, 4]</li><li>c) [[0, 210], [1, 198], [2, 188], [3, 173], [4, 240]]</li><li>d) [210, 198, 188, 173, 240]</li></ul>";"Correct: d)";"<b>Explanation:</b> The code iterates through each element (a triple) in L. For each triple, init(element) returns a list containing all but the last item (e.g., for [0, 210, 78], init returns [0, 210]). Then, last() is applied to that result (e.g., last([0, 210]) is 210). This middle element of each original triple is appended to mList.<br><b>Distractor Rationale:</b><ul><li>a) This is a flattened version of the list, not the result of the operation.</li><li>b) This would be the result of taking the first element of each triple.</li><li>c) This would be the result of init(element) but not the subsequent last().</li></ul>"
"Let N be a list of first 50 positive integers (i.e., N = [1, 2, ..., 50]). What will be the value of count at the end of the execution of the given pseudocode?<br><br>1 count = 0<br>2 A = someList(N)<br>3 B = someList(rest(N))<br>4 foreach Y in A {<br>5   foreach Z in B {<br>6     if (Z == Y) {<br>7       count = count + 1<br>8     }<br>9   }<br>10 }<br>11 Procedure someList(X)<br>12   outlist = [], newList = X<br>13   while (length(newList) > 0) {<br>14     outlist = outlist ++ [first(newList)]<br>15     newList = rest(rest(newList))<br>16   }<br>17   return(outlist)<br>18 End someList<br><br><ul><li>a) 0</li><li>b) 25</li><li>c) 50</li><li>d) 1</li></ul>";"Correct: a)";"<b>Explanation:</b> The procedure someList(X) returns a new list containing elements at odd positions from X (1st, 3rd, 5th, etc.).<br> - A = someList(N) will be [1, 3, 5, ..., 49] (all odd numbers).<br> - rest(N) is [2, 3, 4, ..., 50].<br> - B = someList(rest(N)) will take elements at odd positions from rest(N), which are [2, 4, 6, ..., 50] (all even numbers).<br>The nested loop compares elements of A (all odd) with elements of B (all even). There are no common elements, so the if condition Z == Y is never true, and count remains 0.<br><b>Distractor Rationale:</b><ul><li>b) This would be the length of list A or B, but not the count of their intersection.</li><li>c) This is the length of the original list N.</li><li>d) This would imply one common element, which is not the case.</li></ul>"
"Consider the procedure given below. If L1 and L2 are two lists, and L = eliminate(L1, L2), choose the correct option(s) regarding L. (Select all that apply)<br><br>1 Procedure eliminate(L1, L2)<br>2   L3 = [], Found = False<br>3   foreach i in L1 {<br>4     foreach j in L2 {<br>5       if (i == j) {<br>6         Found = True<br>7       }<br>8     }<br>9     if (not Found) {<br>10      L3 = L3 ++ [i]<br>11    }<br>12    Found = False<br>13  }<br>14  return(L3)<br>15 End eliminate<br><br><ul><li>a) It will contain all the elements of L2 that are not present in L1</li><li>b) It will contain all the elements of L1 that are not present in L2</li><li>c) It will contain all the elements common to L1 and L2</li><li>d) It will contain the elements present in L1 or L2 but not both</li></ul>";"Correct: b)";"<b>Explanation:</b> The procedure iterates through each element i in L1. For each i, it iterates through all elements j in L2 to check if i exists in L2. The Found flag is set to True if a match is found. After checking all of L2, if Found is still False, it means i was not in L2, so i is added to L3. The flag is then reset for the next element of L1. This effectively computes the set difference L1 \ L2.<br><b>Distractor Rationale:</b><ul><li>a) This describes the reverse operation, L2 \ L1.</li><li>c) This describes the intersection of L1 and L2.</li><li>d) This describes the symmetric difference of L1 and L2.</li></ul>"
"Consider the eliminate procedure from the previous question. Which of the following option(s) is/are always correct? (Select all that apply)<br><br><ul><li>a) length(L1) - length(L2) = length(L)</li><li>b) length(L1) > length(L2)</li><li>c) length(L1) >= length(L)</li><li>d) length(L2) <= length(L)</li></ul>";"Correct: c)";"<b>Explanation:</b> The list L is a subset of the elements from L1. In the worst-case scenario (no common elements), L will be identical to L1, so length(L) = length(L1). In all other cases, some elements from L1 will be eliminated, so length(L) < length(L1). Therefore, length(L1) >= length(L) is always true.<br><b>Distractor Rationale:</b><ul><li>a) There is no direct arithmetic relationship like this. Consider L1=[1,2,3], L2=[4,5]. L=[1,2,3]. 3-2 != 3.</li><li>b) There is no required relationship between the lengths of L1 and L2. L1 could be shorter than L2.</li><li>d) There is no required relationship. Consider L1=[1,2], L2=[1,2,3,4]. L will be empty. length(L2) is not <= length(L).</li></ul>"
"A word is perfect if no letter is repeated. Let isPerfect be a procedure that takes a row X from the ""Words"" table and returns True if the word is perfect, otherwise False. Choose the correct implementation.<br><br><ul><li>a) <br>1 Procedure isPerfect(X)<br>2 C = []<br>3 i = 1<br>4 while(i <= X.LetterCount) {<br>5   A = ith letter in X.Word<br>6   if (member(C, A)) { return(False) }<br>7   else { return(True) }<br>8   i = i + 1<br>9 }<br>10 End isPerfect</li><li>b) <br>1 Procedure isPerfect(X)<br>2 C = []<br>3 i = 1<br>4 while(i <= X.LetterCount) {<br>5   A = ith letter in X.Word<br>6   if (member(C, A)) { return(False) }<br>7   else { C = C ++ [A] }<br>8   i = i + 1<br>9 }<br>10 return(True)<br>11 End isPerfect</li><li>c) <br>1 Procedure isPerfect(X)<br>2 C = []<br>3 i = 1<br>4 while(i <= X.LetterCount) {<br>5   A = ith letter in X.Word<br>6   if (member(C, A)) { C = C ++ [A] }<br>7   else { return(False) }<br>8   i = i + 1<br>9 }<br>10 return(True)<br>11 End isPerfect</li><li>d) <br>1 Procedure isPerfect(X)<br>2 C = []<br>3 i = 1<br>4 while(i <= X.LetterCount) {<br>5   A = ith letter in X.Word<br>6   if (member(C, A)) { return(True) }<br>7   else { C = C ++ [A] }<br>8   i = i + 1<br>9 }<br>10 return(False)<br>11 End isPerfect</li></ul>";"Correct: b)";"<b>Explanation:</b> The correct logic is to maintain a list C of characters seen so far. For each character A in the word, check if it's already a member of C. If it is, a letter is repeated, so we immediately return(False). If it's not, we add A to C and continue. If the loop finishes without finding any repeats, it means the word is perfect, so we return(True) after the loop.<br><b>Distractor Rationale:</b><ul><li>a) This is incorrect because it will return(True) on the very first letter, as C is initially empty.</li><li>c) This logic is reversed. It returns False for new letters and does nothing for repeated letters.</li><li>d) This returns True for a non-perfect word and False for a perfect one, the opposite of the requirement.</li></ul>"
"The given pseudocode is executed using a dataset of words. What will be the value of posSen at the end of execution?<br><b>Dataset:</b> ""I ordered this product from Gitark. I am very happy to share my review regarding this awesome product. It is not only nice to use, but also has a very cool look. I think this is the best product which can be bought in this price range.""<br><br>1 positiveList = [""happy"", ""awesome"", ""nice"", ""fine"", ""best"", ""cool""]<br>2 posSen = 0, L = []<br>3 while (Table 1 has more rows) {<br>4   Read the first row X in Table 1<br>5   L = L ++ [X.Word]<br>6   if (X.Word ends with full stop) {<br>7     L = unique(L)<br>8     posCount = comNo(positiveList, L)<br>9     if (posCount >= 2) {<br>10      posSen = posSen + 1<br>11    }<br>12    L = []<br>13  }<br>14  Move X to Table 2<br>15 }<br><br><ul><li>a) 1</li><li>b) 2</li><li>c) 3</li><li>d) 4</li></ul>";"Correct: b)";"<b>Explanation:</b> The code counts sentences (posSen) that contain at least two unique words from the positiveList.<br>1. ""I ordered this product from Gitark."": posCount = 0. posSen = 0.<br>2. ""I am very happy to share my review regarding this awesome product."": Unique positive words are ""happy"", ""awesome"". posCount = 2. posSen becomes 1.<br>3. ""It is not only nice to use, but also has a very cool look."": Unique positive words are ""nice"", ""cool"". posCount = 2. posSen becomes 2.<br>4. ""I think this is the best product which can be bought in this price range."": Unique positive word is ""best"". posCount = 1. posSen remains 2.<br>The final value of posSen is 2.<br><b>Distractor Rationale:</b><ul><li>a) This misses the third sentence which also has two positive words.</li><li>c) This would be the case if the last sentence also met the criteria.</li><li>d) This would be the case if the first sentence also met the criteria.</li></ul>"
"Sona writes pseudocode to check if at least 50% of sentences have a noun just after an adjective. Identify the mistakes in her code. (Select all that apply)<br><br>1 A = False, trueCount = 0, totalCount = 0, posList = []<br>2 while (Table 1 has more rows) {<br>3   Read the first row X in Table 1<br>4   posList = posList ++ [X.PartOfSpeech]<br>5   if (X.Word ends with a full stop) {<br>6     if (isTrue(posList) == 0) {<br>7       trueCount = trueCount ++ [1]<br>8     }<br>9     else {<br>10      totalCount = totalCount + 1<br>11    }<br>12    posList = []<br>13  }<br>14  Move X to Table 2<br>15 }<br>16 if (trueCount / totalCount >= 0.5) { A = True }<br>19 Procedure isTrue(L)<br>20   count = 0<br>21   while (length(L) >= 2) {<br>22     if (first(L) == ""Adjective"") {<br>23       count = count + 1<br>24       if (first(rest(L)) == ""Noun"") {<br>25         count = count - 1<br>26       }<br>27     }<br>28     L = rest(L)<br>29   }<br>30   return(count)<br>31 End isTrue<br><br><ul><li>a) Line 4: Invalid addition operation for appending in posList</li><li>b) Line 7: Invalid increment of trueCount</li><li>c) Lines 9-11: These three lines should be replaced by totalCount = totalCount + 1</li><li>d) Line 25: The statement should be count = count + 1</li></ul>";"Correct: b), c)";"<b>Explanation:</b> The procedure isTrue returns 0 if every adjective is followed by a noun. The main loop checks this and updates counts.<br><b>Distractor Rationale:</b><ul><li>a) Line 4 is correct. It uses the defined ++ operator to append to a list.</li><li>b) Line 7 is incorrect. trueCount is an integer, but trueCount ++ [1] is a list append operation. It should be trueCount = trueCount + 1.</li><li>c) Lines 9-11 are incorrect. totalCount should count every sentence. It should be incremented unconditionally after the if (isTrue... block, not in an else block. The else block should be removed and totalCount = totalCount + 1 should be placed after line 8.</li><li>d) Line 25 is correct as is. The logic of isTrue is to start a counter for every adjective (count+1) and then nullify that count (count-1) if it's followed by a noun. A final count of 0 means all adjectives were followed by nouns.</li></ul>"
"When will procedure doSomething(X) return True?<br><br>1 Procedure doSomething(X)<br>2   j = 2, Flag = True<br>3   if (X == 1) {<br>4     return(False)<br>5   }<br>6   while (j < X) {<br>7     if (remainder(X, j) == 0) {<br>8       Flag = False<br>9       exitloop<br>10    }<br>11    j = j + 1<br>12  }<br>13  return(Flag)<br>14 End doSomething<br><br><ul><li>a) X is a prime number</li><li>b) X is an even number</li><li>c) X is an odd number</li><li>d) X is more than 1</li></ul>";"Correct: a)";"<b>Explanation:</b> The procedure checks for primality. It returns False for X=1. For X > 1, it iterates from j=2 up to X-1. If it finds any j that divides X evenly (remainder(X, j) == 0), it sets Flag to False and exits. If the loop completes without finding any divisors, Flag remains True. This is the definition of a prime number.<br><b>Distractor Rationale:</b><ul><li>b) It will return False for all even numbers > 2.</li><li>c) It will return False for composite odd numbers like 9.</li><li>d) It will return False for all composite numbers > 1.</li></ul>"
"Consider the doSomething procedure. What will be the value of M at the end of the execution of the given pseudocode?<br><br>1 L = [6, 10, 11, 23, 7, 50]<br>2 M = []<br>3 position = 1<br>4 foreach element in L {<br>5   if (doSomething(position) and doSomething(element)) {<br>6     M = M ++ [element]<br>7   }<br>8   position = position + 1<br>9 }<br><br><ul><li>a) M = [11, 7]</li><li>b) M = [11, 23, 7]</li><li>c) M = [11]</li><li>d) M = [23, 7]</li></ul>";"Correct: a)";"<b>Explanation:</b> The code appends an element to M only if both the element itself and its 1-based position in the list L are prime numbers (as determined by doSomething).<br> - pos=1 (not prime), element=6 (not prime) -> No append<br> - pos=2 (prime), element=10 (not prime) -> No append<br> - pos=3 (prime), element=11 (prime) -> Append 11. M=[11]<br> - pos=4 (not prime), element=23 (prime) -> No append<br> - pos=5 (prime), element=7 (prime) -> Append 7. M=[11, 7]<br> - pos=6 (not prime), element=50 (not prime) -> No append<br>The final list M is [11, 7].<br><b>Distractor Rationale:</b><ul><li>b) This is incorrect because 23 is at position 4, which is not prime.</li><li>c) This misses the element 7 at the prime position 5.</li><li>d) This incorrectly includes 23 and misses 11.</li></ul>"
"What is the primary purpose of the length(l) function in pseudocode, as described in the lecture materials?<br><br>1 function length(l) {<br>2   count = 0<br>3   foreach x in l {<br>4     count = count + 1<br>5   }<br>6   return(count)<br>7 }<br><br><ul><li>a) To return the last element of the list.</li><li>b) To count and return the number of elements in the list.</li><li>c) To create a new list containing only the lengths of elements.</li><li>d) To check if an element is a member of the list.</li></ul>";"Correct: b)";"<b>Explanation:</b> The function initializes a count to 0. It then iterates through every element x in the list l and increments the count for each element. Finally, it returns the total count. This process directly calculates the number of elements, which is the definition of length.<br><b>Distractor Rationale:</b><ul><li>a) This describes the last(l) function.</li><li>c) This is a more complex operation involving mapping each element to its length, not what this function does.</li><li>d) This describes the member(l, e) function.</li></ul>"
"Given L = [""a"", ""b"", ""c""], what is the result of rest(rest(L))?<ul><li>a) [""c""]</li><li>b) ""c""</li><li>c) [] (an empty list)</li><li>d) An error occurs</li></ul>";"Correct: a)";"<b>Explanation:</b> The rest function removes the first element of a list.<br>1. rest(L) results in [""b"", ""c""].<br>2. Applying rest again to [""b"", ""c""] results in [""c""].<br><b>Distractor Rationale:</b><ul><li>b) The rest function always returns a list, not a single element.</li><li>c) The empty list would be the result of rest(rest(rest(L))).</li><li>d) The operation is valid as the list is not empty at any step.</li></ul>"
"If a list myList is [10, 20, 30, 40], what does last(init(myList)) evaluate to?<ul><li>a) 40</li><li>b) 30</li><li>c) [10, 20, 30]</li><li>d) 20</li></ul>";"Correct: b)";"<b>Explanation:</b> This involves two sequential operations:<br>1. init(myList) is called first. It returns all elements except the last one, so it evaluates to [10, 20, 30].<br>2. last() is then called on the result. last([10, 20, 30]) returns the final element, which is 30.<br><b>Distractor Rationale:</b><ul><li>a) This would be the result of last(myList).</li><li>c) This would be the result of just init(myList).</li><li>d) This would be the result of first(rest(myList)).</li></ul>"
